publisher,reference-count,RetractionNature
FapUNIFESP (SciELO),16,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,5,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
Universidade Federal da Bahia,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Biophysical Society of Japan,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Iron and Steel Institute of Japan,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,37,Non-Retraction
Radiological Society of North America (RSNA),0,Non-Retraction
Elsevier BV,1,Non-Retraction
Duke University Press,7,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Pleiades Publishing Ltd,1,Non-Retraction
Mary Ann Liebert Inc,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
IEEE Comput. Soc. Press,21,Non-Retraction
IEEE,1,Non-Retraction
Informa UK Limited,0,Non-Retraction
American College of Physicians,0,Non-Retraction
International Coconut Community,0,Non-Retraction
IWA Publishing,0,Non-Retraction
EDP Sciences,12,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,13,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),47,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,3,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,19,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
BMJ,0,Non-Retraction
Springer Science and Business Media LLC,17,Non-Retraction
ISEAS Publishing,0,Non-Retraction
IEEE,27,Non-Retraction
Japanese Urological Association,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Iron and Steel Institute of Japan,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),26,Non-Retraction
American Association for the Advancement of Science (AAAS),0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Institute of Aeronautics and Astronautics,13,Non-Retraction
Informing Science Institute,0,Non-Retraction
Society of Fiber Science and Technology Japan,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,13,Non-Retraction
University of Texas Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer US,3,Non-Retraction
Elsevier BV,0,Non-Retraction
De Gruyter,0,Non-Retraction
Royal College of Psychiatrists,0,Non-Retraction
IEEE,16,Non-Retraction
Elsevier BV,5,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Princeton University Press,0,Non-Retraction
Universitas Mataram,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,24,Non-Retraction
IEEE,36,Non-Retraction
IEEE,15,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
De Gruyter,0,Non-Retraction
IEEE,9,Non-Retraction
Brill Osterreich GmbH,0,Non-Retraction
Springer Singapore,38,Non-Retraction
American Institute of Aeronautics and Astronautics,9,Non-Retraction
OSA,10,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
University of California Press,0,Non-Retraction
University of Nis,0,Non-Retraction
IOP Publishing,39,Non-Retraction
Springer Berlin Heidelberg,17,Non-Retraction
SAGE Publications,0,Non-Retraction
"Research, Society and Development",0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,15,Non-Retraction
IEEE,11,Non-Retraction
Elsevier BV,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Science Alert,3,Non-Retraction
World Scientific Pub Co Pte Lt,0,Non-Retraction
Cambridge University Press (CUP),19,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
Oxford University Press (OUP),35,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Revista Tempos Historicos,0,Non-Retraction
Informa UK Limited,12,Non-Retraction
SAGE Publications,0,Non-Retraction
Universitas Airlangga,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Institute of Advanced Engineering and Science,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
IEEE,14,Non-Retraction
SAGE Publications,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,4,Non-Retraction
"Japan Society of Physical Education, Health, and Sport Sciences",21,Non-Retraction
SAGE Publications,0,Non-Retraction
Association of Jewish Libraries,0,Non-Retraction
Multi-Science Journal,0,Non-Retraction
Elsevier BV,7,Non-Retraction
Elsevier BV,21,Non-Retraction
The Japan Society of International Economics,0,Non-Retraction
Springer Netherlands,6,Non-Retraction
University of Waterloo,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,12,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Japanese Society of Internal Medicine,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
STIKOM Tunas Bangsa Pematangsiantar,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
"Mycotaxon, Ltd.",0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
EDP Sciences,12,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Society for Industrial & Applied Mathematics (SIAM),4,Non-Retraction
SAGE Publications,14,Non-Retraction
University of Chicago Press,0,Non-Retraction
IEEE,6,Non-Retraction
Brill,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
American Society of Agricultural and Biological Engineers,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Elsevier BV,14,Non-Retraction
Springer London,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
SAE International,14,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
AMPCo,0,Non-Retraction
MDPI AG,61,Non-Retraction
BMJ,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
De Gruyter Mouton,0,Non-Retraction
Informa UK Limited,1,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,2,Non-Retraction
Elsevier BV,12,Non-Retraction
The Electrochemical Society,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
"Trans Tech Publications, Ltd.",5,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,8,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Wiley,29,Non-Retraction
Universidad de Costa Rica,0,Non-Retraction
Universitas Nahdlatul Ulama Surabaya,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Volga State University of Water Transport,10,Non-Retraction
Elsevier BV,30,Non-Retraction
Informa UK Limited,3,Non-Retraction
University of Texas Press,0,Non-Retraction
De Gruyter,0,Non-Retraction
Universitat de Valencia,0,Non-Retraction
Princeton University Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,21,Non-Retraction
BMJ,0,Non-Retraction
Bangladesh Journals Online (JOL),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,0,Non-Retraction
Cornell University Press,0,Non-Retraction
Elsevier BV,13,Non-Retraction
Elsevier BV,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
IEEE,13,Non-Retraction
Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,0,Non-Retraction
China Science Publishing & Media Ltd.,19,Non-Retraction
Editora FIOCRUZ,0,Non-Retraction
Academy of Management,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
BMJ,0,Non-Retraction
Wiley,0,Non-Retraction
American Physical Society (APS),6,Non-Retraction
American Society of Clinical Oncology (ASCO),0,Non-Retraction
Elsevier BV,26,Non-Retraction
Universidad de Caldas,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
The Korean Society for Legal Medicine (KAMJE),20,Non-Retraction
Elsevier BV,6,Non-Retraction
Elsevier BV,8,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Berlin Heidelberg,23,Non-Retraction
Elsevier BV,0,Non-Retraction
IOP Publishing,36,Non-Retraction
SAGE Publications,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Informa UK Limited,15,Non-Retraction
SAGE Publications,21,Non-Retraction
BMJ,0,Non-Retraction
IEEE,19,Non-Retraction
SAGE Publications,46,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,23,Non-Retraction
The Society of Korea Industrial and Systems Engineering,0,Non-Retraction
IEEE,17,Non-Retraction
Elsevier BV,0,Non-Retraction
Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Japanese Society for Physiological Psychology and Psychophysiology,8,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Cambridge University Press (CUP),1,Non-Retraction
Informa UK Limited,2,Non-Retraction
Elsevier BV,2,Non-Retraction
Princeton University Press,0,Non-Retraction
Finnish Society of Forest Science,0,Non-Retraction
Universitas Katolik Santo Thomas,0,Non-Retraction
Oles Honchar Dnipropetrovsk National University,0,Non-Retraction
European Respiratory Society,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,3,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Berlin Heidelberg,8,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),3,Non-Retraction
Elsevier BV,14,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),1,Non-Retraction
Association for Research in Vision and Ophthalmology (ARVO),0,Non-Retraction
Springer Berlin Heidelberg,24,Non-Retraction
Pleiades Publishing Ltd,15,Non-Retraction
IOP Publishing,11,Non-Retraction
IEEE,10,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Pleiades Publishing Ltd,16,Non-Retraction
De Gruyter,0,Non-Retraction
Informa UK Limited,18,Non-Retraction
Informa UK Limited,13,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,2,Non-Retraction
IEEE,7,Non-Retraction
Elsevier BV,9,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,15,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
Bangladesh Journals Online (JOL),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Institution of Engineering and Technology (IET),4,Non-Retraction
Springer International Publishing,86,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Springer Science and Business Media LLC,11,Non-Retraction
Cambridge University Press (CUP),2,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Physical Society (APS),26,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,3,Non-Retraction
SAGE Publications,18,Non-Retraction
Elsevier BV,29,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),1,Non-Retraction
Informa UK Limited,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
Elsevier BV,7,Non-Retraction
Informa UK Limited,7,Non-Retraction
IEEE,2,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,8,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,50,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
Springer Berlin Heidelberg,12,Non-Retraction
Informa UK Limited,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IOP Publishing,10,Non-Retraction
The Korean Society of Automotive Engineers,6,Non-Retraction
Elsevier BV,5,Non-Retraction
BMJ,0,Non-Retraction
Adam Mickiewicz University Poznan,0,Non-Retraction
De Gruyter,0,Non-Retraction
IOP Publishing,15,Non-Retraction
Elsevier BV,40,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
De Gruyter,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
OSA,10,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
CSIRO Publishing,0,Non-Retraction
Elsevier BV,6,Non-Retraction
SPIE,0,Non-Retraction
Informa UK Limited,11,Non-Retraction
Jurnal Riset Akuntansi dan Perpajakan,0,Non-Retraction
The Japanese Psychological Association,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,4,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Biophysical Society of Japan,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
South Florida Publishing LLC,0,Non-Retraction
Japan Society for Analytical Chemistry,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,4,Non-Retraction
Columbia University Press,0,Non-Retraction
Informa UK Limited,24,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer US,5,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Narotama University,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institute of Electrical Engineers of Japan (IEE Japan),15,Non-Retraction
BMJ,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
IOP Publishing,9,Non-Retraction
Informa UK Limited,0,Non-Retraction
Emerald,18,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),31,Non-Retraction
Brill,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Association for the Advancement of Science (AAAS),0,Non-Retraction
Global Research & Development Services,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
American Speech Language Hearing Association,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IOP Publishing,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,5,Non-Retraction
Universitas Gadjah Mada,0,Non-Retraction
Elsevier BV,0,Non-Retraction
APESC - Associacao Pro-Ensino em Santa Cruz do Sul,0,Non-Retraction
SAGE Publications,3,Non-Retraction
Det Kgl. Bibliotek/Royal Danish Library,0,Non-Retraction
BMJ,4,Non-Retraction
Universidad CES,15,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Mongolian Journals Online,0,Non-Retraction
Japan Society of Hepatology,0,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
Elsevier BV,0,Non-Retraction
Massachusetts Medical Society,4,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,8,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Institute of Aeronautics and Astronautics (AIAA),0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Cambridge University Press (CUP),39,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Berlin Heidelberg,3,Non-Retraction
